label,cleaned_tweet
Demografi,program pasangan capres cawapres ganjar pranowo dan mahfud md desa presisi investasi buat masa depan ekonomi yang kuat dan berdaya saing jnk ganjarpranowopilihanumat
Pertahanan dan Keamanan,program pasangan capres cawapres ganjar pranowo dan mahfud md solusi jitu buat dorong pertumbuhan ekonomi desa jnk ganjarpranowopilihanumat
Sosial Budaya,kontrak terbuka capres no pak ganjar pranowo adalah undangan untuk kita semua ikut ambil bagian dalam menciptakan kedaulatan pangan jnk ganjarmahfudrebound ganjarpranowopilihanumat
Sumber Daya Alam,aayaa kesejahteraan masyarakat jakarta menjadi prioritas utama visi dan misi pak ganjar pranowo dan mahfud md ganjar mahfud hebat nazarpemilu
Politik,coba simak lagi jawaban pak prabowo tadi ya emang kadang kalau didasari ambisi data data bisa dimanipulasi kalau pak prabowo bicara atas dasar kepentingan indonesia ini baru orang yang bisa memimpin indonesia pemimpinyangdinanti waktunyaprabowo
Ideologi,lagi lagi kan malah bapak prabowo sendiri yang menjelaskan apa yang sebenernya laen kali di cari dengan betul lah apa apanya itu hehehe pemiludamai kitamudaloginpakbowo palingjelas paling pas aa indonesiakuatindonesiamaju diplomasiprogresifprabowo
Pertahanan dan Keamanan,cawapres nomor urut mahfud md menyatakan ada pelanggaran etik yang dilakukan oleh oknum satpol pp dengan menyatakan dukungan terhadap salah satu paslon secara terbuka download metrotvxtend di play store app store metrotv theelectionchannelmetrotv mahfudmd prabowogibran satpolpp viral pelanggaranetik
Demografi,kenapa demokrat gak tetep oposisi aja minimal elektabilitas partai bisa naik atau minimal gabung ke krn dukung barang haram itu ikut haram juga urusan anies vs ahy dan sby itu dilevel pimpinan aja pikirin dong caleg demokrat yg berat banget dilapangan buat nyalon egois
Pertahanan dan Keamanan,kami percaya ganjar mahfud akan memprioritaskan investasi dalam riset dan inovasi untuk pertumbuhan jangka panjang happy new year
Sosial Budaya,organik itu menarik buat liat hasilnya nanti sebab militansi dan basis jaringan kpopers udah dari dulu diincar politisi saban pilkada pilpres coba gandeng salah satu fandom berujung gagal karena kpop gak suka diseret ke ranah politik kalau gini sih bakal putaran ke dua antara dan masih berbenah selain karena isu soliditas pdip ditambah beberapa kader ppp yg khawatir parliamentary threshold gak goal jika tetep di koalisi ituah sebab memilih pindah sekarang ppp lagi proses pecatin kader yg nyebrang jadi titik balik kpopers mereka lintas fandom rata rata menyatakan dukung dgn cara mereka sendiri secara sukarela buat gerakin satu fandom tuh gak mudah apalagi itu bubble lintas fandom makanya capaian anies imin gokil walaupun kemaren ada gesekan internal antara ahmad ali dan sudirman said ya udah ganti percakapannya soal live tik tok anies dan dukungan kpop ke amin 
Sosial Budaya,anies paling fasih bicara anti korupsi karena pernah menjabat ketua komisi etik kpk menyabet sekaligus penghargaan kpk saat menjabat gubernur serta wtp berturut turut aminmiskinkankoruptor
Politik,sepakat nih masbowogbran pastinya peringatkan kepada semua wisudawan dan masyarakat agar menghindar diajak percaya pada ajaran yg keras karenahati baikpakbowo
Demografi,ganjar dengan semangat pelayanan dan kepedulian anda adalah pilar kemajuan dan persatuan jawa tengah
Ekonomi,sosok ganjar pranowo ganjar presiden rakyat yang tegas tapi tetep enak diajak ngobrol bikin nelayan yakin banget kalo ada yang peduli sama mereka di pemerintahan ganjarmahfud taat hukum jnk ganjarmahfudrebound ganjarpranowopilihanumat
Ekonomi,capres ganjar pranowo yakin bahwa penempatan psikolog di puskesmas sebagai bagian dari sistem kesehatan nasional akan memberikan dampak positif dalam meningkatkan kesejahteraan mental masyarakat indonesia secara menyeluruh ganjarmahfudrebound jnk
Geografi,ganjar pranowo sosok yang terbuka terhadap masukan masyarakat menciptakan pemerintahan yang inklusif 
Geografi,barusan banget salah satu keluarga ku ngomong gini kalau anies itu banyak korupsi dan kalau nanti anies terpilih bakal stop well black campaign mereka dengan suap bansos ini mengerikan sih ngeriiii 
Pertahanan dan Keamanan,ganjar mahfud memiliki rencana konkrit untuk mengentaskan kemiskinan di desa happy new year
Pertahanan dan Keamanan,pak anies dicopot jadi menteri pendidikan karena menggagalkan penyimpangan anggaran tunjangan profesi guru kalo gemoy di pecat dari tni krna apa 
Politik,cara mengurangi korupsi pejabat negara jangan pilih prabowo gibran aayaayaayaayaayaay
Sosial Budaya,sosok pemimpin yang mendengarkan dan merespons aspirasi rakyat ganjar menciptakan pemerintahan yang transparan
Sosial Budaya,tujuan ku dan tujuan kalian adalah sama sama sama agar prabowo gibran kalah dalam pilpres jika pemilu putaran hemat anggaran triliun jika prabowo gibran kalah negara hemat anggaran triliun kita telah berbuat yang terbaik utk negara asalbukanprabowo
Pertahanan dan Keamanan,momen manis utk indonesia kalo ganjar mahfud yang pimpin soalnya mereka paham banget gimana caranya menjaga persatuan dalam keragaman baik di dalam negeri atau luar negeri tas tes
Pertahanan dan Keamanan,calon presiden capres nomor urut anies baswedan menganggap masalah stunting merupakan polemik yang krusial mesti diselesaikan di indonesia menurut anies akan ada gagasan mengatasi kekurangan gizi dengan memberi indikator kesehatan yang mesti dipenuhi kepada daerah untuk mengatasi stunting jika dilih jadi presiden ke depan kami akan membuat sistem sehingga setiap bupati wali kota gubernur mereka punya indikator indikator kesehatan yang harus mereka penuhi di wilayah masing masing ujar dia dalam acara desak anies edisi tenaga kesehatan nakes di half patiunus jakarta selatan kamis simak berita selengkapnya hanya di hardnews politik newsone cariberitaditvone aniesbaswedan stunting politik tvonetvpemilu kamikabarkanandaputuskan maumemilih capres cawapres
Sosial Budaya,rembuganjar bersama nelayan di kabupaten rembang kamis ganjar pranowo menampung aspirasi para nelayan dan memberikan solusinya terkait kesulitan yang dialami nelayan dalam mengakses bantuan yang diberikan oleh pemerintah satset
Sosial Budaya,ada penjelasan babe haikal bahwa ada kemungkinan prabowo akan masukin wan qibul ke dlm struktur pemerintahan kelak tapi semoga pasca debat kemaren bapak berpikir ulang yah krn kami akar rumput yg tegak lurus selama ini gak akan pernah rela aayaa
Demografi,yang nyalon kali dia yang melanggar etika demi bisa nyalon juga dia yang dituduh ambisi anies qjika kalian bukan dia
Geografi,kubu prabowo buka suara soal wacana impor juta sapi perah india
Demografi,bkn etika lagi tapi otak jahat klu bersaksi bohong di debat capres ditonton jutaan pemirsa kpd yg pernah mengusung jd gubernur dki ngeri politikus kutu loncat
Politik,ganjar pranowo pemimpin yang berfokus pada kesejahteraan rakyat melalui ekonomi yang inklusif happy new year
Pertahanan dan Keamanan,program pasangan capres cawapres ganjar pranowo dan mahfud md dorong pertumbuhan ekonomi yang merata di setiap desa jnk ganjarpranowopilihanumat
Demografi,pemerintahan yang berlandaskan pada aspirasi rakyat adalah visi yang dijalankan oleh prabowo gibran indonesiasentris anakmudaindonesiaemas menangseputaran
Ideologi,itu kampanye wajar saja kok demokrasi tapiii lebih serem mana hayo pendukung ancam kekerasan langsung di akun sosmed capres bikin konten hoax nuduh ini itu tentang capres lain rusuh dan ngatain di konten pendukung lain dgn bahasa template aaatetap all in prabowoaaa
Demografi,prabowo jangan mau diadu domba terus terusan kita satu indonesiakuatindonesiamaju
Ekonomi,toleransi menjadi pondasi utama bangsa indonesia maka dari itu menteri bumn erick thohir anggap menhan prabowo subianto mampu tetap menjaga harmonisasi umat beragama di indonesia solutifkebanggaanindonesia
Ekonomi,demi tuhanaa paslon ganjar mahfud adalah satu satunya paslon yang anti maling apbd anti maling apbn anti pungli anti kelebihan bayar anti nyogokaa apbd apbn itu amat sangat rawan di korupsi oleh pemimpin pemimpin jaman now korupsi itu maling bangsataa walaupun se iman
Politik,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk jnk ganjarmahfudrebound ganjarpranowopilihanumat
Pertahanan dan Keamanan,kapten timnas amin sebut anies baswedan akan tampil menyerang pada debat capres hari ini
Sosial Budaya,masih banyak yang gagal paham bantuan kemanusiaan which is kapal rs itu memang bantuannya prabowo bukan kan itu atas nama pemerintah bukan jokowi tok bukan prabowo tok jangan dipolitisasi bantuan prabowo enak ya kalo rangkap jabatan tuh bisa ngiklan tanpa bayar 
Demografi,hak setiap individu untuk dihormati adalah esensi dari demokrasi indonesiasentris anakmudaindonesiaemas prabowo gibran menegakkan hal ini indonesiasentris anakmudaindonesiaemas menangseputaran
Geografi,kenapa anies jadi investasi paling menarik 
Politik,capres no pak ganjar pranowo memberi harapan dia ngajak ipb kerja sama lewat kontrak terbuka untuk jaga kedaulatan pangan kita jnk ganjarmahfudrebound ganjarpranowopilihanumat
Demografi,prabowo bohong saya tidak bicara tertutup saya bicara terbuka di dpr faktanya prabowo tolak bahas anggaran secara terbuka di dpr 
Pertahanan dan Keamanan,mantan ketua kpk mengkritisi prabowo tentang memberantas korupsi dengan menaikkan gaji para pejabat silahkan netizen memilih kalau dari paslon pasangan amin adalah memiskinkan para koruptor sedangkan kalau dari paslon adalah menaikan gaji para pejabat pilih yang mana 
Geografi,usia anies rb saat itu tidak jauh beda dengan usia gibran bobby atau giring dan kaesang namun kualitas kemampuan intelektual muda yang sama sangat jauh beda wacapres makin tak mutu saat nepo boy nir etika diorbitkan karbitan no capability 
Demografi,yg rahasia negara itu jumlah tempat nyimpannya alutsista dll bukan cara belinya dan siapa yg jadi brokernya siapa pelaksannya yg dikejar saat debat itu jelas soal tmi dan agrinas krn ada indikasi korupsi sebab kedua perusahaan itu ditenggarai bikinan
Ideologi,jangan mudah terpengaruh ganjar jamin bansos tetap ada ktp sakti tonggak menuju kesejahteraan yang merata jnk ganjarmahfudrebound ganjarpranowopilihanumat
Politik,keputusan ganjar mahfud untuk menyederhanakan regulasi pendanaan filantropi akan memotivasi lebih banyak donatur happy new year
Ekonomi,ganjar mahfud akan membawa inovasi dalam industri keuangan syariah untuk kesejahteraan rakyat happy new year
Ideologi,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk jnk ganjarmahfudrebound ganjarpranowopilihanumat
Politik,anies bisa menang satu putaran kalau jokowi tidak lagi sebagai presiden
Demografi,pak anies every debat capres dan ketika menanggapi
Ideologi,omagat padahal tadi prabowo bilang ke anies tidak berhak bahas tenang etika tapi pendukungnya yg tdk ber etikaaayaa
Geografi,capres nomor urut mengatakan bahwa seorang presiden harus menjadi panglima diplomasi bukan sekadar hadir di forum internasional dan jadi penonton itu disampaikannya dalam debat ketiga pilpres minggu bagaimana pernyataan lengkap anies aayaa dok kpu ri pemilupedia focus debatketiga news svt debatcapres beranibersuara aniesbaswedan prabowo ganjarpranowo kumparan
Ekonomi,nelayan kita akan mendapatkan dukungan yang komprehensif dengan ganjar mahfud di pemerintahan happy new year
Geografi,ganjar menghadiri tantangan kpk untuk menyampaikan komitmennya pemberantasan korupsi di indonesia bekasi bekasiaa ganjar mahfud hebat debatcapres
Geografi,kata presiden pupuk langka dan mahal ada yg tawarkan pupuk subsidi prabowo gibran jadi 
Politik,pendukung ramai ramai menggoreng dukungan abu bakar baaaatmasyir terhadap anies seketika teringat diskusi aaa tolol politikaaatm episode kemarin nyeletuk masalahnya kalau capres itu boleh nggak dia ngelarang aaa eh elu jangan ke gueaaatm boleh nggak jadi menurut hemat aku sih enggak cocok kita menggoreng dukungan dari orang orang yang kita enggak setuju dengan pandangannya dan mestinya kita fokus saja pada narasi gagasan dan janji janji capresnya agaknya enggak fair aja gitu anies dijatuhkan karena orang orang yang memberikan dukungan bukan fokus pada visi misi gagasannya justru dengan menerima beda pandangan ini masih sejalan dengan gagasan yang selalu disuarakan anies yang menerima semuanya urusan setuju atau tidak itu hal lain namanya juga negara demokrasi masa iya pendapat dan suara orang kita halang halangi mestinya kita fokus pada gagasan visi misi dan janji janjinya bukan ke kalangan pendukungnya sejauh ini meski anies mendapat dukungan dari kaum kaum yang tak sejalan dengan pemahaman kalian apakah pernah anies hanya mengutamakan satu golongan saja apakah jakarta di bawah kepemimpinannya menjadi kota yang radikal kan enggak juga katanya mendukung kebebasan berpendapat dan berekspresi masa ada pendapat dan ekspresi yang berbeda harus kita jauhi ya diomongin baik baik 
Geografi,pelanggaran ham gak akan nyentuh sama kepemimpinan ganjar pranowo jnk ganjarpranowopilihanumat ganjarmahfudrebound
Ideologi,bener banget agar bisa memastikan semua persaudaraan nkri masbowogbran pastinya mengutarakan agar semua orang tegak membentengi pancasila karenahati baikpakbowo
Demografi,prabowo sebut rasio utang boleh persen dari pdb ekonom seharusnya hati hati bukan semangat tambah utang tempobisnis
Pertahanan dan Keamanan,prabowo gibran memprioritaskan pemberantasan korupsi untuk menjaga integritas sistem indonesiasentris anakmudaindonesiaemas menangseputaran
Ideologi,pilkada dki ahok kalah anies gubernur
Geografi,bersama ganjar mahfud kita bisa memastikan setiap desa memiliki peran penting dalam pertumbuhan ekonomi happy new year
Politik,dengan ganjar mahfud di pimpinan indonesia akan memiliki anggaran riset dan inovasi yang kuat mencapai dari pdb pada tahun happy new year
Geografi,ah sudah rahasia umum setiap mentri yg kerjanya pro rakyat pasti di ganti yg dibiarkan menjabat terus terkecuali korupsinya ketangkap basah baru di ganti 
Sumber Daya Alam,capres no pak ganjar pranowo memberi harapan dia ngajak ipb kerja sama lewat kontrak terbuka untuk jaga kedaulatan pangan kita jnk ganjarmahfudrebound ganjarpranowopilihanumat
Geografi,februari hajatan demokrasi indonesia is the real democracy party jangan lupa kita juga bakal buat demokrasi kita lebih keren dengan memilih capres ganjar pranowo ganjarmahfudrebound ganjarpranowopilihanumat jnk
Politik,dua petinggi tpn ganjar mahfud nyeberang ke kubu prabowo gibran yg gk mau jadi oposisi mari pindah ke kubu prabowo gibranaayaaaaya
Ekonomi,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk jnk ganjarmahfudrebound ganjarpranowopilihanumat
Demografi,ganjar pranowo mahfud md pemimpin yang merakyat dorong pertumbuhan ekonomi yang merata ganjar mahfud hebat uang saku posyandu
Demografi,ganjar secara cukup mengejutkan berhasil menyampaikan poin poinnya secara cukup baik terutama perihal kesadaran keamanan siber masalah mef yang belum terpenuhi anggaran pertahanan yang harus dinaikkan setidaknya prioritas alutsista untuk angkatan laut dengan dasar indonesia ini adalah negara maritim yang sangat besar dan mendapatkan testimoni langsung dari user mengenai alutsista bekas yang dilimpahkan ke mereka semuanya bagus dan disampaikan dengan tepat pertahankan pak dan wujudkan semua itu jika kalian berhasil menang aaya asaayaa
Pertahanan dan Keamanan,demokrasi bukan hanya proses tapi kesempatan untuk semua indonesiasentris anakmudaindonesiaemas prabowo gibran memperjuangkan demokrasi yang partisipatif indonesiasentris anakmudaindonesiaemas menangseputaran
Ideologi,aaya ganjar mahfud hebat dulujokowisekarangganjar akan memberantas kkn dan pungli demi kesejahteraan kaum buruh di indonesia karawang karawang bersih kuatkankpk mahfud md 
Ideologi,jujur dari sampai akhir gw hatersnya tp alhamdulillah dg mencoba dewasa dlm memahami perbedaan akhirnya gw hrs angkat topi ketika beliau mulai perlahan tinggalkan inangnya lalu brsatu brsma rakyat yg ingin bangsa ini berdaulat adil makmur
Ekonomi,dgn tdk memilih prabowo kita selamatkan demokrasi indonesia
Demografi,kontrak terbuka ganjar pranowo adalah undangan untuk kita semua ikut ambil bagian dalam menciptakan kedaulatan pangan jnk ganjarmahfudrebound ganjarpranowopilihanumat
Pertahanan dan Keamanan,terus maju ganjar mahfud keputusan mereka mendukung umkm masuk katalog pemerintah bakal membawa perubahan positif untuk ekonomi kerakyatan happy new year
Ideologi,prabowo sindir anies yang asal bicara soal pertahanan ambisi mengebu gebu sehingga tidak objektif
Pertahanan dan Keamanan,rangkuman debat ketiga dlm debat ketiga pak ganjar menyampaikan yg menunjukkan ada kecenderungan penurunan posisi indonesia dimata global pak ganjar juga menyinggung ttg anggaran pertahanan yg akan dialokasikan dr pdb utk kesejahteraan prajurit pensiunan serta utk alutsista sakti tdk usang dulujokowisekarangganjar
Sosial Budaya,keberlanjutan program kesehatan ibu dan anak menjadi prioritas ganjar pranowo prof mahfud menjamin kesejahteraan keluarga sebagai fondasi jnk ganjarmahfudrebound ganjarpranowopilihanumat
Pertahanan dan Keamanan,debat capres pertama ganjar tegaskan jaga demokrasi dan sikat korupsi bengis ganjar mahfud hebat buruh naik kelas
Ekonomi,abah anies baswedan cak imin tiba di gedung kpk menghadiri undangan kpk adu gagasan antikorupsi aminajadulu
Sumber Daya Alam,pelanggaran berat apk pelangaran berat etik pelanggar berat ham baliho tutupi icon kota batam belum beraauasa saja semua aturan dilanggar lalu indonesia seperti apa yg akan kita harapkan hallo pasti akan siapkan alasan cebokin anak majikan aaya
Pertahanan dan Keamanan,ganjar menghadiri tantangan kpk untuk menyampaikan komitmennya pemberantasan korupsi di indonesia bekasi bekasiaa ganjar mahfud hebat memimpin indonesia
Geografi,lagi lagi prabowo menjelaskan dirinya tak pantas jadi presiden dia tdk bisa menjawab apa yg ditanyakan anies baswedan malah mengatakan tidak pantas bertanya ttg etika lagi lagi soal emosional stability dan etika berdebat memang dia tak terbiasa dg event seperti ini 
Sosial Budaya,kebijakan insentif pajak ini akan membantu pertumbuhan bisnis startup di indonesia terima kasih kepada ganjar mahfud happy new year
Demografi,mereka mengadu pada anies dengan terisak isak nb warga kampung bayam merasa dipersulit oleh pj gubernur dki
Demografi,strategi debat anies baswedan dinilai mencerminkan ketajaman dan kecerdasan seorang pemimpin
Sosial Budaya,jenguk relawan korban penganiayaan oknum tni tak ada cerita main hakim sendiri calon presiden nomor urut ganjar pranowo menjenguk dua korban dugaan penganiayaan sejumlah oknum anggota tni yang masih dirawat di rumah sakit umum daerah rsud pandan arang boyolali jawa tengah minggu malam ganjar tiba di rumah sakit sekitar pukul wib mantan gubernur jawa tengah itu turut didampingi sang istri siti atikoh ganjar pranowo kedatangan ganjar bersama rombongan disambut direktur rsud pandan arang boyolali fx kristandyoko ganjar kemudian naik menuju ruang mpu bharada lantai tiga gedung merbabu ganjar awalnya masuk ke kamar korban nomor ganjar bersama atikoh dan beberapa perwakilan masuk ke kamar korban nomor setelah itu ganjar keluar dan masuk ke kamar korban nomor hanya saja atikoh tidak ikut masuk mendampingi sang suami atikoh terlihat menitihkan air mata di luar kamar sekitar pukul wib ganjar keluar dari kamar korban nomor kepada wartawan ganjar mengatakan dari tujuh relawan yang diduga dianiaya sejumlah oknum anggota tni masih ada dua korban yang menjalani rawat inap di rumah sakit dari tujuh anak ada dua yang sekarang masih dirawat satu tadi saya tidak sempat karena masih tidur karena masih bengkak bengkak yang satu sudah bisa diajak bicara hasil pemeriksaan dokter membaik bagus ya tidak gagar otak tulangnya bagus terus kemudian otaknya juga bagus hanya patah gigi dan sebagainya kata ganjar di rsud pandan arang boyolali minggu malam ganjar mengaku sempat mendengarkan cerita dari salah satu korban menurut dia korban pada saat kejadian dugaan penganiayaan sedang berhenti di lampu merah korban kemudian dipukul kalau ada penjelasan lainnya rasa rasanya harus ada pengadilan untuk itu biar penjelasannya tidak teng blasur ke mana mana kata dia 
Politik,enak banget ya jadi bikin jadwal desak anies di gedung milik pemerintah diluar hari sabtu minggu sekedar agar bisa framing drama terzholimi lalu cawapresnya mau mendaratkan helikopternya seenak udelnya tanpa pemberitahuan sama sekali mereka mau bikin negara tanpa aturan 
Sumber Daya Alam,bicara soal upaya pemberantasan korupsi aayaaa aganjar mahfud komitmen akan tingkatkan transparansi miskinkan koruptor dan kirim ke nusakambangan aayaaa aprabowo gibran akan menjamin kualitas hidup para penegak hukum dan pejabat dengan cara menaikkan gaji kalian setuju cara siapa 
Ideologi,dari ketiga capres hanya anies yg bicara model pertahanan yg juga penting adalah diplomasi dan pemain central global perencanaan dan pembelian alutsista tidak berorientasi masa lalu namun disesuaikan dg kebutuhan masa depan 
Pertahanan dan Keamanan,perlu serius dicamkan bahwa aktualitas anies sama sekali publik tidak mencerminkan kepemimpinan yang objektif dalam pemecahan masalah diplomasi seperti lcs ini anies desak anies abah anies anies bubble
Geografi,rumah dp itu terealisasi sdh ada di bbrp tempat walaupun memang diakui secara presentase itu kecil namanya jg on going project dan waktu gubernur kan ada batasnya ya mestinya berkelanjutan dan dilanjutkan pemerintahan selanjutnya kalo pak anies dikritisi tidak selesai gmn dg yg lain selesai yg ada malah gagal contoh proyek ps yg terkenal food estate atau dlm menangani banjir di pesisir utara jawa tengah gerak saja belum padahal sdh periode jd mari berfikir rasional dg memperbandingkan jgn cuman disorotin satu pihak sorotin yg lain jg dong 
Sosial Budaya,saling menghargai sesama umat beragama ganjar sangat toleransi aayaaaayaaaayaaaaaa aaayaaaayaa ganjar mahfud hebat
Ideologi,wah keren ganjar mahfud punya niat baik buat merregulasi platform digital baik yang lokal maupun multinasional ini penting buat kepentingan nasional kita happy new year
Sumber Daya Alam,keren abis ganjar mahfud bikin kebijakan pro kesejahteraan aph sat set buat bhayangkara
Sosial Budaya,kok bisa ya si mulutmanies salah sejauh itu soal anggaran prabowo dukungantulus penasaran kebebasan ptn top menhan nyebokin nangisin goblok pt tmi
Sosial Budaya,dua tema yg sudah ramai sebelum adalah soal anggaran alutsista anggaran pertahanan dan alutsista bekas dan tim substansi harusnya sudah siapkan jawaban yg taktis dan efisien untuk satu menit dg argumentasi dan data tapi gak nampak timnya 
Pertahanan dan Keamanan,demokrat bersama prabowo bukan gibran aayaaaayaaaayaa dilematis bagi demokrat tepatnya bagi susilo bambang yudhoyono sby dan agus harimurti yudhoyono ahy gagal menyandingkan ahy dengan anies baswedan demokrat hengkang dari koalisi perubahan malah ketemu gibran gibran putra jokowi ahy putra sby di sini terjadi persaingan para pangeran ahy didaulat oleh sang ayah untuk dipersiapkan menjadi pemimpin masa depan begitu juga gibran tapi malang nasib ahy setidaknya untuk saat ini gagal nyagub dki gagal pula jadi cawapres padahal ahy telah mengorbankan karir indahnya di militer gibran jauh lebih baik nasibnya baru dua tahun jadi walikota solo sekarang menjadi cawapres gibran mendampingi prabowo yang usianya sudah cukup sepuh peluang ahy semakin sulit kalau tidak dibilang tertutup jika prabowo gibran jadi prabowo jatuh di tengah jalan gibran yang akan menggantikannya sepuluh tahun akan membuat ahy kehilangan momentum akan banyak rising stars yang lahir belum lagi jika gibran juga orbitkan putra mahkotanya untuk meneruskan cita cita kakeknya anggap saja uraian di atas adalah sebuah imajinasi sby dan ahy tentu tidak suka kalau imajinasi ini bisa terjadi karena ini akan menjadi petaka dan bencana bagi ahy mungkin juga bagi demokrat dilematis maju kena mundur kena terlanjur tinggalkan koalisi perubahan harapannya dihadang oleh hadirnya gibran jadi cawaperes lihat baliho baliho ahy gambarnya hanya foto ahy dan prabowo tulisannya demokrat bersama prabowo kok gak ada foto gibran itulah masalah krusialnya belakangan mulai ada satu dua foto ahy bersama prabowo gibran kabarnya demokrat dapat teguran lalu pasang foto gibran di sinilah letak dilematisnya kalau dikalkulasi lebih menguntungkan mana bagi ahy dan demokrat anies baswedan muhaimin iskandar yang menang atau prabowo gibran yang menang ya lebih menguntungkan kalau anies baswedan muhaimin iskandar apa argumentasinya anies baswedan menang demokrat bisa bergabung jika melihat record dan gaya kepemimpinan anies baswedan yang merangkul maka koalisi perubahan akan membuka tangan untuk menerima demokrat bergabung bergabungnya demokrat akan menjadi pintu bagi ahy untuk berkarir lebih terbuka ke depan setidaknya lebih terbuka peluangnya untuk menjadi cawapres kalau prabowo gibran yang menang ahy selesai rivalitas probowo dengan sby dan rivalitas gibran dengan ahy akan menjadi tembok yang terlalu tebal bagi sby dan demokrat untuk mengantarkan karir ahy masih beruntung kalau demokrat masih dibiarkan hidup mari kita bayangkan situasi politik pasca pilpres dengan kemungkinan anies baswedan yang menjadi presiden atau prabowo bagaimana dinamika politiknya dan bagaimana nasib masing masing partai dengan semua karakternya dalam bermanuver jangan lupa juga dan ini yang terpenting bagaimana nasib rakyat ketika dipimpin anies baswedan atau prabowo juga nasib ekonomi demokrasi dan ham di indonesia setidaknya bisa membandingkan food estate kemenhan dan food station bumd milik dki kok ganjar gak ikut dibicarakan anda pasti sudah tahu jawabannya yang pasti nasib ganjar sedang tidak baik baik saja 
Pertahanan dan Keamanan,prabowo gibran dpt dukungan dr komunitas basket jakarta koordinator komunitas fanhari nugroho mengatakan capres cawapres pemimpin berprestasi dan bekerja nyata indonesia tdk butuh pemimpin yg hny menyerap apbn spt ktp sakti yg buang waktu rakyat kecil pungli rawan korupsi
Pertahanan dan Keamanan,wah selamat harlah tahun untuk partai persatuan pembangunan tidak teras sudah slma ini mengiringi demokrasi indonesia semoga makin maju dan berkembang serta semakin jaya ttp satukan hati dan pikiran dgn dukung paslon nomer ganjar pranowo dan mahfud md
Pertahanan dan Keamanan,rt arus bawah berdaulat jawa timur mendeklarasikan dukungannya kepada pasangan ganjar pranowo dan mahfud md para relawan yang terdiri dari pedagang kaki lima komunitas nelayan dan kalangan gen ini siap untuk memenangkan pasangan nomor tersebut 
Pertahanan dan Keamanan,pak anies be like kapan lagi uneg uneg masyarakat didenger ama pemerintah tanpa takut kena uu ite ditinggal kabur pas didemo aaya aaayatma
Ideologi,bandingkan sadis serangan mana antara jokowi dan anies ketika debat dg prabowo bukan saja masalah pribadi tapi kepengurusan partai saja diserangnya 
Geografi,ganjar mahfud mendukung kepolisian yang berani memberantas korupsi dan menjunjung tinggi keadilan
Ekonomi,hebat pasangan capres cawapres ganjar pranowo mahfud md buka pintu sukses dengan kredit untuk koprasi dan umkm semangat pelaku bisnis lokal nct wish jnk ganjarmahfudrebound ganjarpranowopilihanumat
Ideologi,diduga ada istruksi sistematis pada pencabutan izin kegiatan anies di daerah
Sosial Budaya,pesta demokrasi ri bulan depan karena demokrasi itu penting bro ayo kita pastikan kepentingan demokrasi dengan memilih ganjar pranowo ganjarmahfudrebound ganjarpranowopilihanumat jnk
Sosial Budaya,jakarta yakin kehangatan keluarga ganjar pranowo akan membawa kehangatan pada pemerintahan nasional ganjar mahfud hebat ktp sakti
Pertahanan dan Keamanan,aayaa aa aa terkuak karakter asli pak ganjar pranowo saat jadi gubernur jawa tengah ganjar mahfud hebat nazarpemilu
Ideologi,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk jnk ganjarmahfudrebound ganjarpranowopilihanumat
Pertahanan dan Keamanan,ganjar pranowo menegaskan kebijakan politik luar negeri harus selalu menjadi perisai yang memprioritaskan kepentingan nasional ganjar juga akan memperkuat infrastruktur diplomasi indonesia ia siap meredefinisi politik bebas aktif mengadaptasikannya dengan situasi terkini tekadnya juga untuk menjadikan benteng pertahanan nusantara sebagai satu kesatuan yang kokoh ganjar pranowo juga menekankan bahwa reformasi kepolisian akan menjadi prioritas utama dalam perjalanannya dari diplomasi adaptif hingga teknologi pertahanan mereka merancang visi progresif untuk menjawab tuntutan zaman pdiperjuangan ganjaruntuksemua ganjarpresiden menangkanganjar ganjarsatset mahfudtastes
Sosial Budaya,pak ini keadaan dimana di palestine gaza mereka tidak mempunyai militer namun mental mereka sangat kuat sehingga membangun gerakan perlawanan atas penindasan genosida mohon di pahami pembelajaran ini biar debat capres tahun kemudian ga blunder
Politik,dalam pandangan ganjar keadilan dan kesejahteraan harus dirasakan oleh semua termasuk keluarga prajurit debatcapres
Politik,sepakat nih masbowogbran pastinya mengingatkan pada seluruh wisudawan dan rakyat untuk menghindar diajak ke arah ajaran yang radikal karenahati baikpakbowo
Demografi,sepertinya sih jateng lepas dari ganjar dan ini dapat kita lihat dari langkah pdip yang mulai tidak jualan ganjar dan lebih fokus ke perolehan kursi dengan merayu pemilih jokowi gibran namun partainya diharapkan tetap pdip 
Ekonomi,ganjar tunggu tindakan dari bawaslu dalam dugaan pelanggaran pemilu oleh gus miftah temponasional
